Status,DAMS_ARK,New Predicate,Clean_Label (used for reconciliation can probably be deleted),Action,clustering label,clustering id,MARC_tag,Sample_Object_ARK,Object_Counts
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3004955d,dams:geographic,Abaiang Island,LoC,Abaiang Atoll (Kiribati),http://id.loc.gov/authorities/subjects/sh2010014617,151,http://library.ucsd.edu/dc/object/bb07179095,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb34829283,dams:topic,Abalone fisheries,FAST,Abalone fisheries,http://id.worldcat.org/fast/794142,150,http://library.ucsd.edu/dc/object/bb6076810v,3
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6622685f,dams:topic,Abalones,FAST,Abalones,http://id.worldcat.org/fast/794145,150,http://library.ucsd.edu/dc/object/bb42673007,6
original no match,http://library.ucsd.edu/ark:/20775/bb18444816,dams:personalName,"Abarbanel, H.D.I.",Local,"Abarbanel, H.D.I.",,,http://library.ucsd.edu/dc/object/bb9693923v,6
original no match,http://library.ucsd.edu/ark:/20775/bb0718347s,dams:geographic,Abau (Papua New Guinea),Local,Abau (Papua New Guinea),,,http://library.ucsd.edu/dc/object/bb5394157x,27
split from complex no match,http://library.ucsd.edu/ark:/20775/bb5769428n,dams:personalName,Abbie Rowe,Local,Abbie Rowe,,,http://library.ucsd.edu/dc/object/bb4403814s,1
original no match,http://library.ucsd.edu/ark:/20775/bb7646581n,dams:personalName,"Abbott, John Lynn",Local,"Abbott, John Lynn",,,http://library.ucsd.edu/dc/object/bb6963519n,4
original no match,http://library.ucsd.edu/ark:/20775/bb17420969,dams:corporateName,ABC,Local,ABC,,,http://library.ucsd.edu/dc/object/bb9796358s,1
original no match,http://library.ucsd.edu/ark:/20775/bb2083396g,dams:personalName,"Abe, T.",Local,"Abe, T.",,,http://library.ucsd.edu/dc/object/bb33116536,2
original no match,http://library.ucsd.edu/ark:/20775/bb27318570,dams:personalName,"Able, Daniel",Local,"Able, Daniel",,,http://library.ucsd.edu/dc/object/bb0990771b,7
original matched FAST,http://library.ucsd.edu/ark:/20775/bb41652433,dams:topic,Aboriginal Australians,FAST,Aboriginal Australians,http://id.worldcat.org/fast/794496,150,http://library.ucsd.edu/dc/object/bb5325245m,14
original no match,http://library.ucsd.edu/ark:/20775/bb5871818c,dams:personalName,"Abranson, Chr, tian-Erik",Local,"Abranson, Christian-Erik",http://library.ucsd.edu/ark:/20775/bb8943522c,,http://library.ucsd.edu/dc/object/bb6485748b,5
original no match,http://library.ucsd.edu/ark:/20775/bb8807003g,dams:personalName,"Abranson, Christian-Eric",Local,"Abranson, Christian-Erik",http://library.ucsd.edu/ark:/20775/bb8943522c,,http://library.ucsd.edu/dc/object/bb36188243,1
original no match,http://library.ucsd.edu/ark:/20775/bb8943522c,dams:personalName,"Abranson, Christian-Erik",Local,"Abranson, Christian-Erik",http://library.ucsd.edu/ark:/20775/bb8943522c,,http://library.ucsd.edu/dc/object/bb0956687f,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb5496307k,dams:geographic,"Abreojos (Baja California Sur, Mexico)",Local,"Abreojos (Baja California Sur, Mexico)",,,http://library.ucsd.edu/dc/object/bb59056996,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3585224g,dams:topic,Abstract (fine arts style),FAST,"Art, Abstract",http://id.worldcat.org/fast/815850,150,http://library.ucsd.edu/dc/object/bb77490873,99
original no match,http://library.ucsd.edu/ark:/20775/bb0855328z,dams:corporateName,Abu al-Haggag,Local,Abu al-Haggag,,,http://library.ucsd.edu/dc/object/bb6043087w,2
original no match,http://library.ucsd.edu/ark:/20775/bb97625937,dams:topic,abyssal hills,Local,Abyssal hills,,,http://library.ucsd.edu/dc/object/bb87387008,32
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9728464t,dams:topic,Abyssal plain,Local,Abyssal plain,,150,http://library.ucsd.edu/dc/object/bb09570744,11
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5530532x,dams:topic,Abyssal zone,FAST,Abyssal zone,http://id.worldcat.org/fast/794929,150,http://library.ucsd.edu/dc/object/bb0922551n,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb81585243,dams:topic,Academic costume,FAST,Academic costume,http://id.worldcat.org/fast/794982,150,http://library.ucsd.edu/dc/object/bb6383337c,19
original matched FAST,http://library.ucsd.edu/ark:/20775/bb06161974,dams:genreForm,Academic Dissertations,FAST,"Dissertations, Academic",http://id.worldcat.org/fast/895423,150,http://library.ucsd.edu/dc/object/bb5359882g,210
original matched FAST,http://library.ucsd.edu/ark:/20775/bb35514164,dams:genreForm,Academic Dissertations,FAST,"Dissertations, Academic",http://id.worldcat.org/fast/895423,150,http://library.ucsd.edu/dc/object/bb92846544,1
original no match,http://library.ucsd.edu/ark:/20775/bb11277515,dams:corporateName,Academik Kurchatov (Ship),FAST,Akademik Kurchatov (Ship),http://id.worldcat.org/fast/719438,110,http://library.ucsd.edu/dc/object/bb72366020,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb3585107m,dams:corporateName,Academik Kurchatov (Ship),FAST,Akademik Kurchatov (Ship),http://id.worldcat.org/fast/719438,110,http://library.ucsd.edu/dc/object/bb2799703n,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1298406d,dams:geographic,Acapulco,LoC,Acapulco (Mexico),http://id.loc.gov/authorities/names/n79145195,151,http://library.ucsd.edu/dc/object/bb0683594s,6
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb71687593,dams:geographic,Acapulco,LoC,Acapulco (Mexico),http://id.loc.gov/authorities/names/n79145195,151,http://library.ucsd.edu/dc/object/bb73389450,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb92848253,dams:geographic,Acapulco,LoC,Acapulco (Mexico),http://id.loc.gov/authorities/names/n79145195,151,http://library.ucsd.edu/dc/object/bb1093156q,2
split from complex no match,http://library.ucsd.edu/ark:/20775/bb6213122d,dams:corporateName,Acapulco Trench Expedition,LoC,Acapulco Trench Expedition (1954),,111,http://library.ucsd.edu/dc/object/bb6690479z,2
original no match,http://library.ucsd.edu/ark:/20775/bb8022003d,dams:corporateName,Acapulco Trench Expedition,LoC,Acapulco Trench Expedition (1954),http://id.loc.gov/authorities/names/no2016142214,,http://library.ucsd.edu/dc/object/bb9796305t,74
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1059613f,dams:topic,accidents,FAST,Accidents,http://id.worldcat.org/fast/795270,150,http://library.ucsd.edu/dc/object/bb36534923,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1469173v,dams:topic,accordions,FAST,Accordion,http://id.worldcat.org/fast/795312,150,http://library.ucsd.edu/dc/object/bb6656932m,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8363318s,dams:topic,Accountants,FAST,Accountants,http://id.worldcat.org/fast/795344,150,http://library.ucsd.edu/dc/object/bb1912318c,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5667028p,dams:topic,Acoustics,FAST,Sound,http://id.worldcat.org/fast/1126935,150,http://library.ucsd.edu/dc/object/bb4403890k,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6963967t,dams:topic,Acoustics,FAST,Music--Acoustics and physics,http://id.worldcat.org/fast/1030272,150,http://library.ucsd.edu/dc/object/bb6827122h,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8704605m,dams:topic,Acting,FAST,Acting,http://id.worldcat.org/fast/796146,150,http://library.ucsd.edu/dc/object/bb9318517n,15
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1776226m,dams:topic,Actors,FAST,Actors,http://id.worldcat.org/fast/796296,150,http://library.ucsd.edu/dc/object/bb2970833r,26
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4097066b,dams:topic,Actors,FAST,Actors,http://id.worldcat.org/fast/796296,150,http://library.ucsd.edu/dc/object/bb2014711k,1
original no match,http://library.ucsd.edu/ark:/20775/bb29707716,dams:personalName,"Adams, Steve R.",Local,"Adams, Steve R.",,,http://library.ucsd.edu/dc/object/bb66563491,4
original no match,http://library.ucsd.edu/ark:/20775/bb7373549q,dams:personalName,"Adams, Val",Local,"Adams, Val",,,http://library.ucsd.edu/dc/object/bb0854247j,1
original no match,http://library.ucsd.edu/ark:/20775/bb7305278g,dams:personalName,"Adamson, Andrew C.",Local,"Adamson, Andrew C.",,,http://library.ucsd.edu/dc/object/bb28680898,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7612563x,dams:topic,adaptive reuse,FAST,Buildings--Remodeling for other use,http://id.worldcat.org/fast/841127,150,http://library.ucsd.edu/dc/object/bb77490894,56
original no match,http://library.ucsd.edu/ark:/20775/bb1605629j,dams:familyName,Addis family,Local,Addis family,,,http://library.ucsd.edu/dc/object/bb3243487f,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb2902566k,dams:personalName,"Addis, Mary E., 1877-1971",Local,"Addis, Mary E., 1877-1971",,,http://library.ucsd.edu/dc/object/bb3243487f,1
original no match,http://library.ucsd.edu/ark:/20775/bb3004897x,dams:personalName,"Addison, Michael C.",Local,"Addison, Michael C.",,,http://library.ucsd.edu/dc/object/bb9079581k,7
original no match,http://library.ucsd.edu/ark:/20775/bb34827930,dams:geographic,Adelbert Range (Papua New Guinea),Local,Adelbert Range (Papua New Guinea),,,http://library.ucsd.edu/dc/object/bb0137967q,28
original matched FAST,http://library.ucsd.edu/ark:/20775/bb10936140,dams:topic,Adélie penguin,FAST,Adélie penguin,http://id.worldcat.org/fast/798006,150,http://library.ucsd.edu/dc/object/bb3891815z,4
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9830906m,dams:topic,Adélie penguin--Reproduction,FAST,Adélie penguin--Reproduction,http://id.worldcat.org/fast/798008,150,http://library.ucsd.edu/dc/object/bb90113148,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1844539c,dams:geographic,Aden,LoC,Aden,http://id.loc.gov/authorities/names/n81053404,151,http://library.ucsd.edu/dc/object/bb39602351,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8670394r,dams:personalName,"Adenauer, Konrad, 1876-1967",VIAF,"Adenauer, Konrad, 1876-1967",http://viaf.org/viaf/34470968,100,http://library.ucsd.edu/dc/object/bb8532501q,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb76808298,dams:topic,Adirondack chairs,FAST,Adirondack chairs,http://id.worldcat.org/fast/1896314,150,http://library.ucsd.edu/dc/object/bb2493068g,6
split from complex no match,http://library.ucsd.edu/ark:/20775/bb2288085w,dams:topic,Administration,Local,Administration,,,http://library.ucsd.edu/dc/object/bb1844072f,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb2834165w,dams:topic,Administration,Local,Administration,,,http://library.ucsd.edu/dc/object/bb76461691,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb4062943n,dams:topic,Administration,Local,Administration,,,http://library.ucsd.edu/dc/object/bb2288090s,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb4131106g,dams:topic,Administration,Local,Administration,,,http://library.ucsd.edu/dc/object/bb76461691,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb77830303,dams:topic,Administration,FAST,Universities and colleges--Administration,http://id.worldcat.org/fast/1161604,,http://library.ucsd.edu/dc/object/bb3107206z,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5121018g,dams:geographic,Admiralty Islands,LoC,Admiralty Islands (Papua New Guinea),http://id.loc.gov/authorities/subjects/sh91005509,151,http://library.ucsd.edu/dc/object/bb3345919h,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb55304440,dams:geographic,Admiralty Islands (Papua New Guinea),LoC,Admiralty Islands (Papua New Guinea),http://id.loc.gov/authorities/subjects/sh91005509,151,http://library.ucsd.edu/dc/object/bb8465201d,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5632998w,dams:topic,adobe (material),FAST,"Building, Adobe",http://id.worldcat.org/fast/840889,150,http://library.ucsd.edu/dc/object/bb43360566,7
original matched FAST,http://library.ucsd.edu/ark:/20775/bb31756141,dams:topic,Adolescents,FAST,Teenagers,http://id.worldcat.org/fast/1145551,150,http://library.ucsd.edu/dc/object/bb0342886q,20
original no match,http://library.ucsd.edu/ark:/20775/bb35851131,dams:corporateName,Adria (Ship),Local,Adria (Yacht),,,http://library.ucsd.edu/dc/object/bb1400379v,1
original no match,http://library.ucsd.edu/ark:/20775/bb3039035m,dams:corporateName,Adria (Yacht),Local,Adria (Yacht),,,http://library.ucsd.edu/dc/object/bb93186592,3
original no match,http://library.ucsd.edu/ark:/20775/bb61449488,dams:personalName,"Adsuar Casado, Fedor",Local,"Adsuar Casado, Fedor",,,http://library.ucsd.edu/dc/object/bb9489244m,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb43702056,dams:topic,Adults,FAST,Adulthood,http://id.worldcat.org/fast/797400,150,http://library.ucsd.edu/dc/object/bb95920960,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6417822w,dams:genreForm,Advertisement,FAST,Advertisements,http://id.worldcat.org/fast/797511,150,http://library.ucsd.edu/dc/object/bb86699807,4
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1161943n,dams:genreForm,Advertisements,FAST,Advertisements,http://id.worldcat.org/fast/797511,150,http://library.ucsd.edu/dc/object/bb76807734,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5223269g,dams:topic,Advertisements,FAST,Advertisements,http://id.worldcat.org/fast/797511,150,http://library.ucsd.edu/dc/object/bb11955225,198
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7032170r,dams:topic,Advertisements,FAST,Advertisements,http://id.worldcat.org/fast/797511,150,http://library.ucsd.edu/dc/object/bb7987800k,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb95578723,dams:topic,Advertisements,FAST,Advertisements,http://id.worldcat.org/fast/797511,150,http://library.ucsd.edu/dc/object/bb9694299m,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7919616f,dams:topic,Advertising,FAST,Advertising,http://id.worldcat.org/fast/797511,150,http://library.ucsd.edu/dc/object/bb7441918x,12
original matched FAST,http://library.ucsd.edu/ark:/20775/bb0206365s,dams:topic,"Advertising, Public service",FAST,"Advertising, Public service",http://id.worldcat.org/fast/797967,150,http://library.ucsd.edu/dc/object/bb1469175w,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb15373205,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb5598358p,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2288163b,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb6656378z,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2492954j,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb0342346j,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb30049071,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb5188800m,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3619236b,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb9898729t,82
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb43018395,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb99328599,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5393992f,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb09225504,9
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb54281358,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb6280946f,24
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6622673x,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb6758763v,372
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb77831045,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb5939649k,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb82609338,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb68275868,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8295066f,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb41653353,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8909385w,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb31409852,33
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb00014990,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb84657486,41
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0206306d,dams:genreForm,Aerial photographs,FAST,Aerial photographs,http://id.worldcat.org/fast/1423684,155,http://library.ucsd.edu/dc/object/bb18786294,1
